SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch1,1-Preload,0.000,18.428,0,-0.508
Stretch1,1-Preload,0.200,18.428,0,-0.008
Stretch1,1-Preload,0.400,18.466,0.038,-0.308
Stretch1,1-Preload,0.600,18.517,0.089,-0.008
Stretch1,1-Preload,0.800,18.567,0.139,-0.108
Stretch1,1-Preload,1.000,18.611,0.183,-0.208
Stretch1,1-Preload,1.200,18.667,0.239,0.092
Stretch1,1-Preload,1.400,18.712,0.284,-0.108
Stretch1,1-Preload,1.600,18.755,0.327,0.092
Stretch1,1-Preload,1.800,18.803,0.375,-0.008
Stretch1,1-Preload,2.000,18.842,0.414,-0.108
Stretch1,1-Preload,2.200,18.889,0.461,-0.008
Stretch1,1-Preload,2.400,18.94,0.512,-0.008
Stretch1,1-Preload,2.600,18.981,0.553,-0.108
Stretch1,1-Preload,2.800,19.036,0.608,0.192
Stretch1,1-Preload,3.000,19.087,0.659,-0.208
Stretch1,1-Preload,3.200,19.136,0.708,-0.008
Stretch1,1-Preload,3.400,19.196,0.768,-0.008
Stretch1,1-Preload,3.600,19.233,0.805,-0.208
Stretch1,1-Preload,3.800,19.282,0.854,0.192
Stretch1,1-Preload,4.000,19.337,0.909,-0.108
Stretch1,1-Preload,4.200,19.384,0.956,-0.308
Stretch1,1-Preload,4.400,19.439,1.011,0.192
Stretch1,1-Preload,4.600,19.483,1.055,-0.108
Stretch1,1-Preload,4.800,19.525,1.097,0.092
Stretch1,1-Preload,5.000,19.574,1.146,0.092
Stretch1,1-Preload,5.200,19.612,1.184,-0.108
Stretch1,1-Preload,5.400,19.661,1.233,0.192
Stretch1,1-Preload,5.600,19.714,1.286,-0.008
Stretch1,1-Preload,5.800,19.756,1.328,-0.208
Stretch1,1-Preload,6.000,19.818,1.39,0.192
Stretch1,1-Preload,6.200,19.865,1.437,-0.208
Stretch1,1-Preload,6.400,19.911,1.483,0.092
Stretch1,1-Preload,6.600,19.96,1.532,-0.008
Stretch1,1-Preload,6.800,19.998,1.57,-0.208
Stretch1,1-Preload,7.000,20.047,1.619,0.192
Stretch1,1-Preload,7.200,20.101,1.673,-0.008
Stretch1,1-Preload,7.400,20.14,1.712,-0.108
Stretch1,1-Preload,7.600,20.189,1.761,-0.008
Stretch1,1-Preload,7.800,20.24,1.812,-0.208
Stretch1,1-Preload,8.000,20.287,1.859,-0.008
Stretch1,1-Preload,8.200,20.342,1.914,0.092
Stretch1,1-Preload,8.400,20.383,1.955,-0.108
Stretch1,1-Preload,8.600,20.427,1.999,-0.008
Stretch1,1-Preload,8.800,20.475,2.047,-0.108
Stretch1,1-Preload,9.000,20.523,2.095,-0.208
Stretch1,1-Preload,9.200,20.585,2.157,0.092
Stretch1,1-Preload,9.400,20.628,2.2,-0.308
Stretch1,1-Preload,9.600,20.679,2.251,-0.008
Stretch1,1-Preload,9.800,20.738,2.31,-0.008
Stretch1,1-Preload,10.000,20.779,2.351,-0.208
Stretch1,1-Preload,10.200,20.836,2.408,-0.208
Stretch1,1-Preload,10.400,20.891,2.463,-0.208
Stretch1,1-Preload,10.600,20.939,2.511,-0.208
Stretch1,1-Preload,10.800,20.995,2.567,-0.008
Stretch1,1-Preload,11.000,21.041,2.613,-0.208
Stretch1,1-Preload,11.200,21.092,2.664,-0.108
