SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch3,1-Preload,0.000,18.047,0,0.308
Stretch3,1-Preload,0.200,18.047,0,-0.092
Stretch3,1-Preload,0.400,18.087,0.04,-0.092
Stretch3,1-Preload,0.600,18.137,0.09,-0.092
Stretch3,1-Preload,0.800,18.182,0.135,0.008
Stretch3,1-Preload,1.000,18.224,0.177,0.108
Stretch3,1-Preload,1.200,18.269,0.222,0.008
Stretch3,1-Preload,1.400,18.31,0.263,0.008
Stretch3,1-Preload,1.600,18.349,0.302,0.108
Stretch3,1-Preload,1.800,18.392,0.345,-0.092
Stretch3,1-Preload,2.000,18.433,0.386,0.208
Stretch3,1-Preload,2.200,18.475,0.428,0.208
Stretch3,1-Preload,2.400,18.511,0.464,0.008
Stretch3,1-Preload,2.600,18.555,0.508,0.308
Stretch3,1-Preload,2.800,18.595,0.548,0.108
Stretch3,1-Preload,3.000,18.635,0.588,0.208
Stretch3,1-Preload,3.200,18.668,0.621,0.308
Stretch3,1-Preload,3.400,18.704,0.657,0.409
Stretch3,1-Preload,3.600,18.736,0.689,0.509
Stretch3,1-Preload,3.800,18.771,0.724,0.509
Stretch3,1-Preload,4.000,18.797,0.75,0.609
Stretch3,1-Preload,4.200,18.822,0.775,0.709
Stretch3,1-Preload,4.400,18.844,0.797,0.709
Stretch3,1-Preload,4.600,18.866,0.819,0.709
Stretch3,1-Preload,4.800,18.888,0.841,0.809
Stretch3,1-Preload,5.000,18.908,0.861,0.709
Stretch3,1-Preload,5.200,18.926,0.879,0.709
Stretch3,1-Preload,5.400,18.948,0.901,0.809
Stretch3,1-Preload,5.600,18.952,0.905,0.709
Stretch3,1-Stretch,5.610,18.952,0,0.709
Stretch3,1-Stretch,5.810,18.993,0.041,1.009
Stretch3,1-Stretch,6.010,19.038,0.086,0.809
Stretch3,1-Stretch,6.210,19.084,0.132,0.909
Stretch3,1-Stretch,6.410,19.129,0.177,1.310
Stretch3,1-Stretch,6.610,19.175,0.223,1.510
Stretch3,1-Stretch,6.810,19.221,0.269,1.610
Stretch3,1-Stretch,7.010,19.266,0.314,1.510
Stretch3,1-Stretch,7.210,19.312,0.36,1.710
Stretch3,1-Stretch,7.410,19.357,0.405,1.910
Stretch3,1-Stretch,7.610,19.403,0.451,2.111
Stretch3,1-Stretch,7.810,19.449,0.497,2.111
Stretch3,1-Stretch,8.010,19.494,0.542,2.311
Stretch3,1-Stretch,8.210,19.54,0.588,3.012
Stretch3,1-Stretch,8.410,19.586,0.634,2.912
Stretch3,1-Stretch,8.610,19.631,0.679,3.012
Stretch3,1-Stretch,8.810,19.677,0.725,3.212
Stretch3,1-Stretch,9.010,19.722,0.77,3.412
Stretch3,1-Stretch,9.210,19.768,0.816,3.212
Stretch3,1-Stretch,9.410,19.813,0.861,3.412
Stretch3,1-Stretch,9.610,19.859,0.907,3.813
Stretch3,1-Stretch,9.810,19.904,0.952,3.913
Stretch3,1-Stretch,10.010,19.95,0.998,4.113
Stretch3,1-Stretch,10.210,19.995,1.043,4.414
Stretch3,1-Stretch,10.410,20.041,1.089,4.714
Stretch3,1-Stretch,10.610,20.087,1.135,5.215
Stretch3,1-Stretch,10.810,20.132,1.18,5.215
Stretch3,1-Stretch,11.010,20.178,1.226,5.315
Stretch3,1-Stretch,11.210,20.223,1.271,5.315
Stretch3,1-Stretch,11.410,20.269,1.317,5.815
Stretch3,1-Stretch,11.610,20.315,1.363,6.116
Stretch3,1-Stretch,11.810,20.36,1.408,6.516
Stretch3,1-Stretch,12.010,20.406,1.454,6.917
Stretch3,1-Stretch,12.210,20.451,1.499,6.917
Stretch3,1-Stretch,12.410,20.497,1.545,7.217
Stretch3,1-Stretch,12.610,20.543,1.591,7.117
Stretch3,1-Stretch,12.810,20.588,1.636,7.518
Stretch3,1-Stretch,13.010,20.634,1.682,7.718
Stretch3,1-Stretch,13.210,20.679,1.727,8.018
Stretch3,1-Stretch,13.410,20.725,1.773,8.519
Stretch3,1-Stretch,13.610,20.77,1.818,8.719
Stretch3,1-Stretch,13.810,20.816,1.864,8.919
Stretch3,1-Stretch,14.010,20.862,1.91,9.120
Stretch3,1-Stretch,14.210,20.907,1.955,9.420
Stretch3,1-Stretch,14.410,20.953,2.001,9.720
Stretch3,1-Stretch,14.610,20.998,2.046,10.221
Stretch3,1-Stretch,14.810,21.044,2.092,10.421
Stretch3,1-Stretch,15.010,21.09,2.138,10.922
Stretch3,1-Stretch,15.210,21.135,2.183,10.722
Stretch3,1-Stretch,15.410,21.181,2.229,11.322
Stretch3,1-Stretch,15.610,21.226,2.274,11.422
Stretch3,1-Stretch,15.810,21.272,2.32,11.923
Stretch3,1-Stretch,16.010,21.317,2.365,12.424
Stretch3,1-Stretch,16.210,21.363,2.411,12.624
Stretch3,1-Stretch,16.410,21.408,2.456,13.025
Stretch3,1-Stretch,16.610,21.454,2.502,13.425
Stretch3,1-Stretch,16.810,21.5,2.548,14.126
Stretch3,1-Stretch,17.010,21.545,2.593,14.426
Stretch3,1-Stretch,17.210,21.591,2.639,14.326
Stretch3,1-Stretch,17.410,21.636,2.684,15.127
Stretch3,1-Stretch,17.610,21.682,2.73,15.628
Stretch3,1-Stretch,17.810,21.728,2.776,15.928
Stretch3,1-Stretch,18.010,21.773,2.821,16.329
Stretch3,1-Stretch,18.210,21.819,2.867,16.729
Stretch3,1-Stretch,18.410,21.864,2.912,17.430
Stretch3,1-Stretch,18.610,21.91,2.958,17.730
Stretch3,1-Stretch,18.810,21.956,3.004,18.131
Stretch3,1-Stretch,19.010,22.001,3.049,18.331
Stretch3,1-Stretch,19.210,22.047,3.095,18.832
Stretch3,1-Stretch,19.410,22.092,3.14,19.132
Stretch3,1-Stretch,19.610,22.138,3.186,19.933
Stretch3,1-Stretch,19.810,22.183,3.231,20.134
Stretch3,1-Stretch,20.010,22.229,3.277,20.935
Stretch3,1-Stretch,20.210,22.274,3.322,21.335
Stretch3,1-Stretch,20.410,22.32,3.368,21.736
Stretch3,1-Stretch,20.610,22.366,3.414,22.136
Stretch3,1-Stretch,20.810,22.411,3.459,22.937
Stretch3,1-Stretch,21.010,22.457,3.505,23.237
Stretch3,1-Stretch,21.210,22.502,3.55,23.838
Stretch3,1-Stretch,21.410,22.548,3.596,24.539
Stretch3,1-Stretch,21.610,22.594,3.642,25.440
Stretch3,1-Stretch,21.810,22.639,3.687,25.440
Stretch3,1-Stretch,22.010,22.685,3.733,25.841
Stretch3,1-Stretch,22.210,22.73,3.778,26.642
Stretch3,1-Stretch,22.410,22.776,3.824,27.343
Stretch3,1-Stretch,22.610,22.821,3.869,27.843
Stretch3,1-Stretch,22.810,22.867,3.915,28.244
Stretch3,1-Stretch,23.010,22.913,3.961,29.045
Stretch3,1-Stretch,23.210,22.958,4.006,28.945
Stretch3,1-Stretch,23.410,23.004,4.052,29.846
Stretch3,1-Stretch,23.610,23.049,4.097,30.346
Stretch3,1-Stretch,23.810,23.095,4.143,31.047
Stretch3,1-Stretch,24.010,23.141,4.189,31.448
Stretch3,1-Stretch,24.210,23.186,4.234,32.549
Stretch3,1-Stretch,24.410,23.232,4.28,32.749
Stretch3,1-Stretch,24.610,23.277,4.325,33.350
Stretch3,1-Stretch,24.810,23.323,4.371,33.951
Stretch3,1-Stretch,25.010,23.369,4.417,34.652
Stretch3,1-Stretch,25.210,23.414,4.462,35.052
Stretch3,1-Stretch,25.410,23.46,4.508,35.853
Stretch3,1-Stretch,25.610,23.505,4.553,36.254
Stretch3,1-Stretch,25.810,23.551,4.599,36.755
Stretch3,1-Stretch,26.010,23.596,4.644,37.656
Stretch3,1-Stretch,26.210,23.642,4.69,38.357
Stretch3,1-Stretch,26.410,23.687,4.735,39.057
Stretch3,1-Stretch,26.610,23.733,4.781,39.859
Stretch3,1-Stretch,26.810,23.778,4.826,40.159
Stretch3,1-Stretch,27.010,23.824,4.872,41.160
Stretch3,1-Stretch,27.210,23.87,4.918,42.061
Stretch3,1-Stretch,27.410,23.915,4.963,42.662
Stretch3,1-Stretch,27.610,23.961,5.009,43.363
Stretch3,1-Stretch,27.810,24.007,5.055,43.864
Stretch3,1-Stretch,28.010,24.052,5.1,44.765
Stretch3,1-Stretch,28.210,24.098,5.146,45.566
Stretch3,1-Stretch,28.410,24.143,5.191,46.367
Stretch3,1-Stretch,28.610,24.189,5.237,47.268
Stretch3,1-Stretch,28.810,24.235,5.283,47.769
Stretch3,1-Stretch,29.010,24.28,5.328,48.770
Stretch3,1-Stretch,29.210,24.326,5.374,49.371
Stretch3,1-Stretch,29.410,24.371,5.419,50.472
Stretch3,1-Stretch,29.610,24.417,5.465,51.173
Stretch3,1-Stretch,29.810,24.462,5.51,52.174
Stretch3,1-Stretch,30.010,24.508,5.556,53.175
Stretch3,1-Stretch,30.210,24.553,5.601,54.177
Stretch3,1-Stretch,30.410,24.599,5.647,54.677
Stretch3,1-Stretch,30.610,24.637,5.685,55.278
Stretch3,1-Recover,30.630,24.637,5.685,55.178
Stretch3,1-Recover,30.830,24.531,5.579,47.869
Stretch3,1-Recover,31.030,24.417,5.465,40.559
Stretch3,1-Recover,31.230,24.303,5.351,34.251
Stretch3,1-Recover,31.430,24.188,5.236,29.145
Stretch3,1-Recover,31.630,24.074,5.122,25.040
Stretch3,1-Recover,31.830,23.959,5.007,21.235
Stretch3,1-Recover,32.030,23.845,4.893,17.831
Stretch3,1-Recover,32.230,23.731,4.779,14.627
Stretch3,1-Recover,32.430,23.617,4.665,12.424
