SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch3,1-Preload,0.000,14.026,0,0.096
Stretch3,1-Preload,0.200,14.026,0,-0.104
Stretch3,1-Preload,0.400,14.063,0.037,0.096
Stretch3,1-Preload,0.600,14.107,0.081,0.195
Stretch3,1-Preload,0.800,14.149,0.123,-0.203
Stretch3,1-Preload,1.000,14.192,0.166,-0.004
Stretch3,1-Preload,1.200,14.234,0.208,0.195
Stretch3,1-Preload,1.400,14.273,0.247,-0.203
Stretch3,1-Preload,1.600,14.323,0.297,0.195
Stretch3,1-Preload,1.800,14.37,0.344,-0.004
Stretch3,1-Preload,2.000,14.409,0.383,-0.004
Stretch3,1-Preload,2.200,14.456,0.43,0.195
Stretch3,1-Preload,2.400,14.499,0.473,-0.203
Stretch3,1-Preload,2.600,14.545,0.519,0.096
Stretch3,1-Preload,2.800,14.588,0.562,0.096
Stretch3,1-Preload,3.000,14.628,0.602,-0.004
Stretch3,1-Preload,3.200,14.67,0.644,0.195
Stretch3,1-Preload,3.400,14.71,0.684,0.395
Stretch3,1-Preload,3.600,14.745,0.719,0.195
Stretch3,1-Preload,3.800,14.786,0.76,0.295
Stretch3,1-Preload,4.000,14.823,0.797,-0.004
Stretch3,1-Preload,4.200,14.864,0.838,0.195
Stretch3,1-Preload,4.400,14.9,0.874,0.295
Stretch3,1-Preload,4.600,14.938,0.912,0.295
Stretch3,1-Preload,4.800,14.976,0.95,0.195
Stretch3,1-Preload,5.000,15.014,0.988,0.195
Stretch3,1-Preload,5.200,15.051,1.025,0.295
Stretch3,1-Preload,5.400,15.091,1.065,0.395
Stretch3,1-Preload,5.600,15.124,1.098,0.195
Stretch3,1-Preload,5.800,15.158,1.132,0.195
Stretch3,1-Preload,6.000,15.197,1.171,0.195
Stretch3,1-Preload,6.200,15.234,1.208,0.295
Stretch3,1-Preload,6.400,15.267,1.241,0.395
Stretch3,1-Preload,6.600,15.304,1.278,0.395
Stretch3,1-Preload,6.800,15.343,1.317,0.195
Stretch3,1-Preload,7.000,15.383,1.357,0.395
Stretch3,1-Preload,7.200,15.415,1.389,0.096
Stretch3,1-Preload,7.400,15.453,1.427,0.295
Stretch3,1-Preload,7.600,15.488,1.462,0.395
Stretch3,1-Preload,7.800,15.524,1.498,0.295
Stretch3,1-Preload,8.000,15.56,1.534,0.395
Stretch3,1-Preload,8.200,15.595,1.569,0.295
Stretch3,1-Preload,8.400,15.63,1.604,0.395
Stretch3,1-Preload,8.600,15.661,1.635,0.594
Stretch3,1-Preload,8.800,15.693,1.667,0.195
Stretch3,1-Preload,9.000,15.725,1.699,0.594
Stretch3,1-Preload,9.200,15.756,1.73,0.494
Stretch3,1-Preload,9.400,15.784,1.758,0.594
Stretch3,1-Preload,9.600,15.81,1.784,0.594
Stretch3,1-Preload,9.800,15.834,1.808,0.594
Stretch3,1-Preload,10.000,15.86,1.834,0.594
Stretch3,1-Preload,10.200,15.885,1.859,0.594
Stretch3,1-Preload,10.400,15.911,1.885,0.594
Stretch3,1-Preload,10.600,15.938,1.912,0.594
Stretch3,1-Preload,10.800,15.965,1.939,0.494
