SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch3,1-Preload,0.000,24.409,0,0.253
Stretch3,1-Preload,0.200,24.409,0,-0.046
Stretch3,1-Preload,0.400,24.447,0.038,0.153
Stretch3,1-Preload,0.600,24.487,0.078,-0.145
Stretch3,1-Preload,0.800,24.528,0.119,0.153
Stretch3,1-Preload,1.000,24.563,0.154,0.153
Stretch3,1-Preload,1.200,24.598,0.189,0.153
Stretch3,1-Preload,1.400,24.635,0.226,0.153
Stretch3,1-Preload,1.600,24.671,0.262,0.253
Stretch3,1-Preload,1.800,24.706,0.297,0.253
Stretch3,1-Preload,2.000,24.743,0.334,0.253
Stretch3,1-Preload,2.200,24.779,0.37,0.253
Stretch3,1-Preload,2.400,24.816,0.407,0.253
Stretch3,1-Preload,2.600,24.853,0.444,0.253
Stretch3,1-Preload,2.800,24.89,0.481,0.253
Stretch3,1-Preload,3.000,24.927,0.518,0.253
Stretch3,1-Preload,3.200,24.965,0.556,0.253
Stretch3,1-Preload,3.400,25.002,0.593,0.253
Stretch3,1-Preload,3.600,25.039,0.63,0.253
Stretch3,1-Preload,3.800,25.073,0.664,0.253
Stretch3,1-Preload,4.000,25.11,0.701,0.253
Stretch3,1-Preload,4.200,25.147,0.738,0.253
Stretch3,1-Preload,4.400,25.184,0.775,0.253
Stretch3,1-Preload,4.600,25.221,0.812,0.253
Stretch3,1-Preload,4.800,25.258,0.849,0.253
Stretch3,1-Preload,5.000,25.295,0.886,0.253
Stretch3,1-Preload,5.200,25.332,0.923,0.253
Stretch3,1-Preload,5.400,25.369,0.96,0.253
Stretch3,1-Preload,5.600,25.406,0.997,0.253
Stretch3,1-Preload,5.800,25.443,1.034,0.253
Stretch3,1-Preload,6.000,25.482,1.073,0.253
Stretch3,1-Preload,6.200,25.519,1.11,0.353
Stretch3,1-Preload,6.400,25.554,1.145,0.253
Stretch3,1-Preload,6.600,25.59,1.181,0.253
Stretch3,1-Preload,6.800,25.627,1.218,0.253
Stretch3,1-Preload,7.000,25.664,1.255,0.253
Stretch3,1-Preload,7.200,25.701,1.292,0.253
