SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch4,1-Preload,0.000,9.122,0,-0.022
Stretch4,1-Preload,0.200,9.122,0,0.177
Stretch4,1-Preload,0.400,9.156,0.034,-0.122
Stretch4,1-Preload,0.600,9.199,0.077,0.177
Stretch4,1-Preload,0.800,9.243,0.121,-0.022
Stretch4,1-Preload,1.000,9.283,0.161,-0.022
Stretch4,1-Preload,1.200,9.328,0.206,0.277
Stretch4,1-Preload,1.400,9.369,0.247,-0.122
Stretch4,1-Preload,1.600,9.409,0.287,0.078
Stretch4,1-Preload,1.800,9.452,0.33,0.177
Stretch4,1-Preload,2.000,9.492,0.37,-0.122
Stretch4,1-Preload,2.200,9.533,0.411,0.078
Stretch4,1-Preload,2.400,9.578,0.456,0.078
Stretch4,1-Preload,2.600,9.616,0.494,-0.022
Stretch4,1-Preload,2.800,9.658,0.536,0.177
Stretch4,1-Preload,3.000,9.691,0.569,0.277
Stretch4,1-Preload,3.200,9.726,0.604,0.377
Stretch4,1-Preload,3.400,9.761,0.639,0.377
Stretch4,1-Preload,3.600,9.792,0.67,0.576
Stretch4,1-Preload,3.800,9.823,0.701,0.377
Stretch4,1-Preload,4.000,9.851,0.729,0.377
Stretch4,1-Preload,4.200,9.884,0.762,0.476
Stretch4,1-Preload,4.400,9.917,0.795,0.277
Stretch4,1-Preload,4.600,9.946,0.824,0.476
Stretch4,1-Preload,4.800,9.98,0.858,0.377
Stretch4,1-Preload,5.000,10.01,0.888,0.377
Stretch4,1-Preload,5.200,10.042,0.92,0.576
Stretch4,1-Preload,5.400,10.074,0.952,0.377
Stretch4,1-Preload,5.600,10.103,0.981,0.476
Stretch4,1-Preload,5.800,10.135,1.013,0.576
Stretch4,1-Preload,6.000,10.161,1.039,0.675
Stretch4,1-Preload,6.200,10.185,1.063,0.576
Stretch4,1-Preload,6.400,10.218,1.096,0.576
Stretch4,1-Preload,6.600,10.241,1.119,0.675
Stretch4,1-Preload,6.800,10.263,1.141,0.675
Stretch4,1-Preload,7.000,10.286,1.164,0.675
Stretch4,1-Preload,7.200,10.309,1.187,0.675
Stretch4,1-Preload,7.400,10.33,1.208,0.675
Stretch4,1-Preload,7.600,10.352,1.23,0.675
Stretch4,1-Preload,7.800,10.374,1.252,0.675
Stretch4,1-Preload,8.000,10.396,1.274,0.675
Stretch4,1-Preload,8.200,10.419,1.297,0.775
Stretch4,1-Preload,8.400,10.44,1.318,0.675
Stretch4,1-Preload,8.600,10.459,1.337,0.875
Stretch4,1-Preload,8.800,10.46,1.338,0.775
Stretch4,1-Preload,9.000,10.467,1.345,0.974
Stretch4,1-Stretch,9.120,10.467,0,0.974
Stretch4,1-Stretch,9.320,10.497,0.03,1.273
Stretch4,1-Stretch,9.520,10.53,0.063,0.974
Stretch4,1-Stretch,9.720,10.564,0.097,1.373
Stretch4,1-Stretch,9.920,10.598,0.131,1.174
Stretch4,1-Stretch,10.120,10.631,0.164,1.074
Stretch4,1-Stretch,10.320,10.665,0.198,1.373
Stretch4,1-Stretch,10.520,10.698,0.231,1.472
Stretch4,1-Stretch,10.720,10.732,0.265,1.472
