SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch4,1-Preload,0.000,7,0,0.252
Stretch4,1-Preload,0.200,7,0,-0.149
Stretch4,1-Preload,0.400,7.038,0.038,0.151
Stretch4,1-Preload,0.600,7.08,0.08,0.051
Stretch4,1-Preload,0.800,7.118,0.118,-0.149
Stretch4,1-Preload,1.000,7.159,0.159,0.151
Stretch4,1-Preload,1.200,7.196,0.196,0.051
Stretch4,1-Preload,1.400,7.233,0.233,0.151
Stretch4,1-Preload,1.600,7.271,0.271,0.252
Stretch4,1-Preload,1.800,7.308,0.308,0.252
Stretch4,1-Preload,2.000,7.345,0.345,0.252
Stretch4,1-Preload,2.200,7.382,0.382,0.252
Stretch4,1-Preload,2.400,7.419,0.419,0.252
Stretch4,1-Preload,2.600,7.456,0.456,0.352
Stretch4,1-Preload,2.800,7.492,0.492,0.352
Stretch4,1-Preload,3.000,7.525,0.525,0.753
Stretch4,1-Preload,3.200,7.551,0.551,0.652
Stretch4,1-Preload,3.400,7.578,0.578,0.552
Stretch4,1-Preload,3.600,7.596,0.596,0.753
Stretch4,1-Preload,3.800,7.617,0.617,0.652
Stretch4,1-Preload,4.000,7.625,0.625,0.552
Stretch4,1-Preload,4.200,7.64,0.64,0.953
Stretch4,1-Stretch,4.340,7.64,0,0.552
Stretch4,1-Stretch,4.540,7.661,0.021,0.953
Stretch4,1-Stretch,4.740,7.686,0.046,0.753
Stretch4,1-Stretch,4.940,7.71,0.07,0.652
Stretch4,1-Stretch,5.140,7.735,0.095,0.953
Stretch4,1-Stretch,5.340,7.76,0.12,0.652
Stretch4,1-Stretch,5.540,7.784,0.144,0.853
Stretch4,1-Stretch,5.740,7.808,0.168,0.853
Stretch4,1-Stretch,5.940,7.833,0.193,0.753
Stretch4,1-Stretch,6.140,7.857,0.217,0.953
Stretch4,1-Stretch,6.340,7.882,0.242,1.053
Stretch4,1-Stretch,6.540,7.906,0.266,1.053
Stretch4,1-Stretch,6.740,7.931,0.291,1.053
Stretch4,1-Stretch,6.940,7.956,0.316,1.053
Stretch4,1-Stretch,7.140,7.98,0.34,0.953
Stretch4,1-Stretch,7.340,8.004,0.364,1.053
Stretch4,1-Stretch,7.540,8.029,0.389,1.053
Stretch4,1-Stretch,7.740,8.053,0.413,1.454
Stretch4,1-Stretch,7.940,8.078,0.438,1.254
Stretch4,1-Stretch,8.140,8.102,0.462,1.454
Stretch4,1-Stretch,8.340,8.127,0.487,1.755
Stretch4,1-Stretch,8.540,8.152,0.512,1.454
Stretch4,1-Stretch,8.740,8.176,0.536,1.655
Stretch4,1-Stretch,8.940,8.201,0.561,1.655
Stretch4,1-Stretch,9.140,8.225,0.585,1.454
Stretch4,1-Stretch,9.340,8.249,0.609,1.755
Stretch4,1-Stretch,9.540,8.274,0.634,1.755
Stretch4,1-Stretch,9.740,8.299,0.659,1.555
Stretch4,1-Stretch,9.940,8.323,0.683,1.755
Stretch4,1-Stretch,10.140,8.348,0.708,1.855
Stretch4,1-Stretch,10.340,8.372,0.732,1.655
Stretch4,1-Stretch,10.540,8.397,0.757,1.555
Stretch4,1-Stretch,10.740,8.421,0.781,1.655
Stretch4,1-Stretch,10.940,8.445,0.805,1.755
Stretch4,1-Stretch,11.140,8.47,0.83,1.855
Stretch4,1-Stretch,11.340,8.495,0.855,1.955
Stretch4,1-Stretch,11.540,8.519,0.879,1.855
Stretch4,1-Stretch,11.740,8.544,0.904,1.855
Stretch4,1-Stretch,11.940,8.568,0.928,1.855
Stretch4,1-Stretch,12.140,8.593,0.953,1.955
Stretch4,1-Stretch,12.340,8.617,0.977,2.256
Stretch4,1-Stretch,12.540,8.641,1.001,1.855
Stretch4,1-Stretch,12.740,8.666,1.026,2.056
Stretch4,1-Stretch,12.940,8.691,1.051,2.156
Stretch4,1-Stretch,13.140,8.715,1.075,2.156
Stretch4,1-Stretch,13.340,8.74,1.1,2.657
Stretch4,1-Stretch,13.540,8.764,1.124,2.657
Stretch4,1-Stretch,13.740,8.789,1.149,2.657
Stretch4,1-Stretch,13.940,8.813,1.173,2.657
Stretch4,1-Stretch,14.140,8.837,1.197,2.657
Stretch4,1-Stretch,14.340,8.862,1.222,2.857
Stretch4,1-Stretch,14.540,8.887,1.247,2.857
Stretch4,1-Stretch,14.740,8.911,1.271,2.657
Stretch4,1-Stretch,14.940,8.936,1.296,3.058
Stretch4,1-Stretch,15.140,8.96,1.32,2.958
Stretch4,1-Stretch,15.340,8.985,1.345,3.359
Stretch4,1-Stretch,15.540,9.009,1.369,3.359
Stretch4,1-Stretch,15.740,9.033,1.393,3.459
Stretch4,1-Stretch,15.940,9.058,1.418,3.459
Stretch4,1-Stretch,16.140,9.083,1.443,3.459
