SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch4,1-Preload,0.000,7.645,0,-0.052
Stretch4,1-Preload,0.200,7.645,0,0.151
Stretch4,1-Preload,0.400,7.682,0.037,0.454
Stretch4,1-Preload,0.600,7.717,0.072,0.252
Stretch4,1-Preload,0.800,7.748,0.103,0.252
Stretch4,1-Preload,1.000,7.782,0.137,0.555
Stretch4,1-Preload,1.200,7.811,0.166,0.252
Stretch4,1-Preload,1.400,7.837,0.192,0.656
Stretch4,1-Preload,1.600,7.868,0.223,0.454
Stretch4,1-Preload,1.800,7.893,0.248,0.353
Stretch4,1-Preload,2.000,7.926,0.281,0.656
Stretch4,1-Preload,2.200,7.955,0.31,0.353
Stretch4,1-Preload,2.400,7.982,0.337,0.555
Stretch4,1-Preload,2.600,8.016,0.371,0.555
Stretch4,1-Preload,2.800,8.041,0.396,0.252
Stretch4,1-Preload,3.000,8.069,0.424,0.656
Stretch4,1-Preload,3.200,8.099,0.454,0.555
Stretch4,1-Preload,3.400,8.121,0.476,0.454
Stretch4,1-Preload,3.600,8.149,0.504,0.656
Stretch4,1-Preload,3.800,8.178,0.533,0.454
Stretch4,1-Preload,4.000,8.204,0.559,0.555
Stretch4,1-Preload,4.200,8.229,0.584,0.656
Stretch4,1-Preload,4.400,8.251,0.606,0.555
Stretch4,1-Preload,4.600,8.271,0.626,0.656
Stretch4,1-Preload,4.800,8.289,0.644,0.656
Stretch4,1-Preload,5.000,8.309,0.664,0.656
Stretch4,1-Preload,5.200,8.327,0.682,0.757
Stretch4,1-Preload,5.400,8.345,0.7,0.757
Stretch4,1-Preload,5.600,8.363,0.718,0.757
Stretch4,1-Preload,5.800,8.377,0.732,0.757
Stretch4,1-Preload,6.000,8.392,0.747,0.757
Stretch4,1-Preload,6.200,8.406,0.761,0.757
Stretch4,1-Preload,6.400,8.422,0.777,0.757
Stretch4,1-Preload,6.600,8.436,0.791,0.757
Stretch4,1-Preload,6.800,8.451,0.806,0.757
Stretch4,1-Preload,7.000,8.465,0.82,0.757
Stretch4,1-Preload,7.200,8.48,0.835,0.757
Stretch4,1-Preload,7.400,8.495,0.85,0.757
Stretch4,1-Preload,7.600,8.509,0.864,0.757
Stretch4,1-Preload,7.800,8.524,0.879,0.757
Stretch4,1-Preload,8.000,8.535,0.89,0.859
Stretch4,1-Preload,8.200,8.547,0.902,0.859
Stretch4,1-Preload,8.400,8.56,0.915,0.757
Stretch4,1-Preload,8.600,8.571,0.926,0.859
Stretch4,1-Preload,8.800,8.575,0.93,0.859
Stretch4,1-Preload,9.000,8.585,0.94,0.859
Stretch4,1-Preload,9.200,8.588,0.943,0.757
Stretch4,1-Preload,9.400,8.592,0.947,0.859
Stretch4,1-Stretch,9.440,8.592,0,0.960
Stretch4,1-Stretch,9.640,8.617,0.025,1.263
Stretch4,1-Stretch,9.840,8.644,0.052,1.061
Stretch4,1-Stretch,10.040,8.672,0.08,1.364
Stretch4,1-Stretch,10.240,8.699,0.107,1.263
Stretch4,1-Stretch,10.440,8.727,0.135,1.162
Stretch4,1-Stretch,10.640,8.754,0.162,1.465
Stretch4,1-Stretch,10.840,8.782,0.19,1.162
Stretch4,1-Stretch,11.040,8.809,0.217,1.465
Stretch4,1-Stretch,11.240,8.837,0.245,1.465
Stretch4,1-Stretch,11.440,8.864,0.272,1.364
Stretch4,1-Stretch,11.640,8.892,0.3,1.465
Stretch4,1-Stretch,11.840,8.92,0.328,1.566
Stretch4,1-Stretch,12.040,8.947,0.355,1.465
Stretch4,1-Stretch,12.240,8.975,0.383,1.566
Stretch4,1-Stretch,12.440,9.002,0.41,1.566
Stretch4,1-Stretch,12.640,9.03,0.438,1.465
Stretch4,1-Stretch,12.840,9.057,0.465,1.769
Stretch4,1-Stretch,13.040,9.085,0.493,1.769
Stretch4,1-Stretch,13.240,9.113,0.521,2.173
Stretch4,1-Stretch,13.440,9.14,0.548,2.072
Stretch4,1-Stretch,13.640,9.167,0.575,1.870
Stretch4,1-Stretch,13.840,9.195,0.603,2.072
Stretch4,1-Stretch,14.040,9.223,0.631,1.769
Stretch4,1-Stretch,14.240,9.25,0.658,1.870
Stretch4,1-Stretch,14.440,9.278,0.686,1.769
Stretch4,1-Stretch,14.640,9.305,0.713,1.971
Stretch4,1-Stretch,14.840,9.333,0.741,1.566
Stretch4,1-Stretch,15.040,9.36,0.768,1.870
Stretch4,1-Stretch,15.240,9.388,0.796,2.072
Stretch4,1-Stretch,15.440,9.416,0.824,2.375
Stretch4,1-Stretch,15.640,9.443,0.851,2.375
Stretch4,1-Stretch,15.840,9.471,0.879,2.375
Stretch4,1-Stretch,16.040,9.498,0.906,2.375
Stretch4,1-Stretch,16.240,9.526,0.934,2.578
Stretch4,1-Stretch,16.440,9.553,0.961,2.375
Stretch4,1-Stretch,16.640,9.581,0.989,2.578
Stretch4,1-Stretch,16.840,9.608,1.016,2.679
Stretch4,1-Stretch,17.040,9.636,1.044,2.982
Stretch4,1-Stretch,17.240,9.663,1.071,3.184
Stretch4,1-Stretch,17.440,9.691,1.099,3.083
Stretch4,1-Stretch,17.640,9.719,1.127,3.184
Stretch4,1-Stretch,17.840,9.746,1.154,3.184
Stretch4,1-Stretch,18.040,9.774,1.182,3.184
Stretch4,1-Stretch,18.240,9.801,1.209,3.387
Stretch4,1-Stretch,18.440,9.829,1.237,3.589
Stretch4,1-Stretch,18.640,9.856,1.264,3.184
Stretch4,1-Stretch,18.840,9.884,1.292,3.690
Stretch4,1-Stretch,19.040,9.911,1.319,3.589
Stretch4,1-Stretch,19.240,9.939,1.347,3.892
Stretch4,1-Stretch,19.440,9.967,1.375,3.589
Stretch4,1-Stretch,19.640,9.994,1.402,3.892
Stretch4,1-Stretch,19.840,10.021,1.429,3.892
