SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch4,1-Preload,0.000,8.293,0,0.193
Stretch4,1-Preload,0.200,8.293,0,-0.009
Stretch4,1-Preload,0.400,8.333,0.04,-0.009
Stretch4,1-Preload,0.600,8.379,0.086,-0.009
Stretch4,1-Preload,0.800,8.422,0.129,-0.009
Stretch4,1-Preload,1.000,8.464,0.171,-0.009
Stretch4,1-Preload,1.200,8.509,0.216,-0.009
Stretch4,1-Preload,1.400,8.552,0.259,-0.009
Stretch4,1-Preload,1.600,8.593,0.3,-0.009
Stretch4,1-Preload,1.800,8.639,0.346,-0.009
Stretch4,1-Preload,2.000,8.682,0.389,0.092
Stretch4,1-Preload,2.200,8.72,0.427,0.193
Stretch4,1-Preload,2.400,8.76,0.467,0.193
Stretch4,1-Preload,2.600,8.791,0.498,0.193
Stretch4,1-Preload,2.800,8.828,0.535,0.497
Stretch4,1-Preload,3.000,8.862,0.569,0.193
Stretch4,1-Preload,3.200,8.899,0.606,0.598
Stretch4,1-Preload,3.400,8.931,0.638,0.497
Stretch4,1-Preload,3.600,8.957,0.664,0.294
Stretch4,1-Preload,3.800,8.988,0.695,0.699
Stretch4,1-Preload,4.000,9.018,0.725,0.395
Stretch4,1-Preload,4.200,9.045,0.752,0.598
Stretch4,1-Preload,4.400,9.076,0.783,0.598
Stretch4,1-Preload,4.600,9.102,0.809,0.294
Stretch4,1-Preload,4.800,9.131,0.838,0.699
Stretch4,1-Preload,5.000,9.164,0.871,0.497
Stretch4,1-Preload,5.200,9.19,0.897,0.395
Stretch4,1-Preload,5.400,9.222,0.929,0.699
Stretch4,1-Preload,5.600,9.249,0.956,0.395
Stretch4,1-Preload,5.800,9.276,0.983,0.598
Stretch4,1-Preload,6.000,9.307,1.014,0.699
Stretch4,1-Preload,6.200,9.334,1.041,0.294
Stretch4,1-Preload,6.400,9.361,1.068,0.699
Stretch4,1-Preload,6.600,9.392,1.099,0.699
Stretch4,1-Preload,6.800,9.415,1.122,0.598
Stretch4,1-Preload,7.000,9.439,1.146,0.699
Stretch4,1-Preload,7.200,9.463,1.17,0.699
Stretch4,1-Preload,7.400,9.48,1.187,0.699
Stretch4,1-Preload,7.600,9.501,1.208,0.699
Stretch4,1-Preload,7.800,9.524,1.231,0.800
Stretch4,1-Preload,8.000,9.541,1.248,0.800
Stretch4,1-Preload,8.200,9.555,1.262,0.800
Stretch4,1-Preload,8.400,9.57,1.277,0.800
Stretch4,1-Preload,8.600,9.585,1.292,0.800
Stretch4,1-Preload,8.800,9.6,1.307,0.800
Stretch4,1-Preload,9.000,9.614,1.321,0.800
Stretch4,1-Preload,9.200,9.629,1.336,0.800
Stretch4,1-Preload,9.400,9.644,1.351,0.800
Stretch4,1-Preload,9.600,9.658,1.365,0.800
Stretch4,1-Preload,9.800,9.673,1.38,0.800
