SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch,1-Stretch,0.000,7.61,0,-0.200
Stretch,1-Stretch,0.200,7.624,0.014,-0.301
Stretch,1-Stretch,0.400,7.64,0.03,-0.100
Stretch,1-Stretch,0.600,7.655,0.045,-0.301
Stretch,1-Stretch,0.800,7.67,0.06,-0.200
Stretch,1-Stretch,1.000,7.685,0.075,-0.200
Stretch,1-Stretch,1.200,7.7,0.09,-0.401
Stretch,1-Stretch,1.400,7.715,0.105,-0.100
Stretch,1-Stretch,1.600,7.731,0.121,-0.200
Stretch,1-Stretch,1.800,7.746,0.136,-0.200
Stretch,1-Stretch,2.000,7.762,0.152,-0.100
Stretch,1-Stretch,2.200,7.777,0.167,-0.401
Stretch,1-Stretch,2.400,7.792,0.182,-0.100
Stretch,1-Stretch,2.600,7.807,0.197,-0.200
Stretch,1-Stretch,2.800,7.822,0.212,-0.401
Stretch,1-Stretch,3.000,7.838,0.228,-0.100
Stretch,1-Stretch,3.200,7.853,0.243,-0.301
Stretch,1-Stretch,3.400,7.869,0.259,-0.301
Stretch,1-Stretch,3.600,7.884,0.274,-0.100
Stretch,1-Stretch,3.800,7.899,0.289,-0.301
Stretch,1-Stretch,4.000,7.914,0.304,-0.100
Stretch,1-Stretch,4.200,7.929,0.319,-0.200
Stretch,1-Stretch,4.400,7.944,0.334,-0.301
Stretch,1-Stretch,4.600,7.96,0.35,-0.100
Stretch,1-Stretch,4.800,7.975,0.365,-0.200
Stretch,1-Stretch,5.000,7.991,0.381,-0.200
Stretch,1-Stretch,5.200,8.006,0.396,-0.100
Stretch,1-Stretch,5.400,8.021,0.411,-0.301
Stretch,1-Stretch,5.600,8.036,0.426,-0.100
Stretch,1-Stretch,5.800,8.051,0.441,-0.200
Stretch,1-Stretch,6.000,8.067,0.457,-0.301
Stretch,1-Stretch,6.200,8.082,0.472,-0.100
Stretch,1-Stretch,6.400,8.097,0.487,-0.301
Stretch,1-Stretch,6.600,8.112,0.502,-0.200
Stretch,1-Stretch,6.800,8.128,0.518,-0.100
Stretch,1-Stretch,7.000,8.143,0.533,-0.301
Stretch,1-Stretch,7.200,8.158,0.548,-0.100
Stretch,1-Stretch,7.400,8.173,0.563,-0.200
Stretch,1-Stretch,7.600,8.189,0.579,-0.401
Stretch,1-Stretch,7.800,8.204,0.594,-0.100
Stretch,1-Stretch,8.000,8.219,0.609,-0.100
Stretch,1-Stretch,8.200,8.234,0.624,-0.100
Stretch,1-Stretch,8.400,8.25,0.64,-0.100
Stretch,1-Stretch,8.600,8.265,0.655,-0.301
Stretch,1-Stretch,8.800,8.28,0.67,-0.100
Stretch,1-Stretch,9.000,8.296,0.686,-0.100
Stretch,1-Stretch,9.200,8.311,0.701,-0.100
Stretch,1-Stretch,9.400,8.326,0.716,-0.100
Stretch,1-Stretch,9.600,8.341,0.731,-0.200
Stretch,1-Stretch,9.800,8.357,0.747,-0.200
Stretch,1-Stretch,10.000,8.372,0.762,-0.100
Stretch,1-Stretch,10.200,8.387,0.777,-0.301
Stretch,1-Stretch,10.400,8.402,0.792,-0.100
Stretch,1-Stretch,10.600,8.418,0.808,-0.100
Stretch,1-Stretch,10.800,8.433,0.823,-0.200
Stretch,1-Stretch,11.000,8.448,0.838,-0.100
Stretch,1-Stretch,11.200,8.464,0.854,-0.200
Stretch,1-Stretch,11.400,8.479,0.869,-0.100
Stretch,1-Stretch,11.600,8.494,0.884,-0.100
Stretch,1-Stretch,11.800,8.509,0.899,-0.200
Stretch,1-Stretch,12.000,8.525,0.915,-0.200
Stretch,1-Stretch,12.200,8.54,0.93,-0.100
Stretch,1-Stretch,12.400,8.555,0.945,-0.200
Stretch,1-Stretch,12.600,8.57,0.96,-0.100
Stretch,1-Stretch,12.800,8.586,0.976,-0.100
Stretch,1-Stretch,13.000,8.601,0.991,-0.100
Stretch,1-Stretch,13.200,8.616,1.006,-0.100
Stretch,1-Stretch,13.400,8.631,1.021,-0.200
Stretch,1-Stretch,13.600,8.647,1.037,-0.100
Stretch,1-Stretch,13.800,8.662,1.052,-0.100
Stretch,1-Stretch,14.000,8.677,1.067,-0.100
Stretch,1-Stretch,14.200,8.692,1.082,-0.100
Stretch,1-Stretch,14.400,8.707,1.097,-0.100
Stretch,1-Stretch,14.600,8.723,1.113,0.000
Stretch,1-Stretch,14.800,8.738,1.128,-0.100
Stretch,1-Stretch,15.000,8.754,1.144,-0.200
Stretch,1-Stretch,15.200,8.769,1.159,-0.100
Stretch,1-Stretch,15.400,8.784,1.174,-0.100
Stretch,1-Stretch,15.600,8.799,1.189,0.000
Stretch,1-Stretch,15.800,8.814,1.204,-0.100
Stretch,1-Stretch,16.000,8.829,1.219,0.000
Stretch,1-Stretch,16.200,8.845,1.235,-0.100
Stretch,1-Stretch,16.400,8.861,1.251,-0.100
Stretch,1-Stretch,16.600,8.876,1.266,-0.100
Stretch,1-Stretch,16.800,8.891,1.281,0.000
Stretch,1-Stretch,17.000,8.906,1.296,0.000
Stretch,1-Stretch,17.200,8.921,1.311,0.000
Stretch,1-Stretch,17.400,8.936,1.326,-0.100
Stretch,1-Stretch,17.600,8.952,1.342,-0.100
Stretch,1-Stretch,17.800,8.967,1.357,0.000
Stretch,1-Stretch,18.000,8.983,1.373,0.000
Stretch,1-Stretch,18.200,8.998,1.388,0.000
Stretch,1-Stretch,18.400,9.013,1.403,-0.100
Stretch,1-Stretch,18.600,9.028,1.418,0.000
Stretch,1-Stretch,18.800,9.039,1.429,0.000
Stretch,1-Stretch,19.000,9.054,1.444,0.000
Stretch,1-Stretch,19.200,9.069,1.459,0.000
Stretch,1-Stretch,19.400,9.085,1.475,0.000
Stretch,1-Stretch,19.600,9.1,1.49,0.000
Stretch,1-Stretch,19.800,9.115,1.505,0.000
