SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch,1-Preload,0.000,10.501,0,0.396
Stretch,1-Preload,0.200,10.501,0,-0.008
Stretch,1-Preload,0.400,10.54,0.039,0.093
Stretch,1-Preload,0.600,10.583,0.082,-0.008
Stretch,1-Preload,0.800,10.626,0.125,-0.008
Stretch,1-Preload,1.000,10.666,0.165,0.093
Stretch,1-Preload,1.200,10.708,0.207,-0.008
Stretch,1-Preload,1.400,10.75,0.249,-0.008
Stretch,1-Preload,1.600,10.79,0.289,0.093
Stretch,1-Preload,1.800,10.832,0.331,-0.008
Stretch,1-Preload,2.000,10.875,0.374,-0.008
Stretch,1-Preload,2.200,10.917,0.416,0.093
Stretch,1-Preload,2.400,10.959,0.458,-0.008
Stretch,1-Preload,2.600,11.002,0.501,0.093
Stretch,1-Preload,2.800,11.041,0.54,-0.008
Stretch,1-Preload,3.000,11.084,0.583,-0.008
Stretch,1-Preload,3.200,11.128,0.627,0.194
Stretch,1-Preload,3.400,11.164,0.663,-0.008
Stretch,1-Preload,3.600,11.207,0.706,0.093
Stretch,1-Preload,3.800,11.251,0.75,-0.008
Stretch,1-Preload,4.000,11.288,0.787,-0.008
Stretch,1-Preload,4.200,11.332,0.831,0.093
Stretch,1-Preload,4.400,11.375,0.874,-0.008
Stretch,1-Preload,4.600,11.416,0.915,-0.008
Stretch,1-Preload,4.800,11.461,0.96,0.194
Stretch,1-Preload,5.000,11.501,1,-0.008
Stretch,1-Preload,5.200,11.541,1.04,-0.008
Stretch,1-Preload,5.400,11.585,1.084,0.194
Stretch,1-Preload,5.600,11.625,1.124,-0.008
Stretch,1-Preload,5.800,11.665,1.164,0.295
Stretch,1-Preload,6.000,11.705,1.204,-0.008
Stretch,1-Preload,6.200,11.748,1.247,-0.008
Stretch,1-Preload,6.400,11.792,1.291,-0.008
Stretch,1-Preload,6.600,11.832,1.331,-0.008
Stretch,1-Preload,6.800,11.878,1.377,0.093
Stretch,1-Preload,7.000,11.921,1.42,-0.008
Stretch,1-Preload,7.200,11.963,1.462,-0.008
Stretch,1-Preload,7.400,12.007,1.506,-0.008
Stretch,1-Preload,7.600,12.052,1.551,-0.008
Stretch,1-Preload,7.800,12.092,1.591,-0.008
Stretch,1-Preload,8.000,12.137,1.636,0.093
Stretch,1-Preload,8.200,12.18,1.679,-0.008
Stretch,1-Preload,8.400,12.221,1.72,-0.008
Stretch,1-Preload,8.600,12.266,1.765,-0.008
Stretch,1-Preload,8.800,12.311,1.81,-0.008
Stretch,1-Preload,9.000,12.352,1.851,-0.008
Stretch,1-Preload,9.200,12.397,1.896,-0.008
Stretch,1-Preload,9.400,12.44,1.939,0.194
Stretch,1-Preload,9.600,12.477,1.976,0.093
Stretch,1-Preload,9.800,12.517,2.016,0.194
Stretch,1-Preload,10.000,12.557,2.056,0.194
Stretch,1-Preload,10.200,12.594,2.093,0.093
Stretch,1-Preload,10.400,12.631,2.13,0.599
Stretch,1-Preload,10.600,12.666,2.165,0.295
