SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch,1-Stretch,0.000,7.499,0,0.148
Stretch,1-Stretch,0.200,7.513,0.014,-0.051
Stretch,1-Stretch,0.400,7.528,0.029,-0.051
Stretch,1-Stretch,0.600,7.543,0.044,0.148
Stretch,1-Stretch,0.800,7.558,0.059,-0.150
Stretch,1-Stretch,1.000,7.573,0.074,0.148
Stretch,1-Stretch,1.200,7.588,0.089,-0.051
Stretch,1-Stretch,1.400,7.603,0.104,-0.051
Stretch,1-Stretch,1.600,7.618,0.119,0.148
Stretch,1-Stretch,1.800,7.633,0.134,-0.150
Stretch,1-Stretch,2.000,7.648,0.149,-0.051
Stretch,1-Stretch,2.200,7.663,0.164,0.049
Stretch,1-Stretch,2.400,7.678,0.179,-0.150
Stretch,1-Stretch,2.600,7.694,0.195,0.148
Stretch,1-Stretch,2.800,7.708,0.209,-0.051
Stretch,1-Stretch,3.000,7.723,0.224,-0.051
Stretch,1-Stretch,3.200,7.739,0.24,0.248
Stretch,1-Stretch,3.400,7.754,0.255,-0.150
Stretch,1-Stretch,3.600,7.769,0.27,0.049
Stretch,1-Stretch,3.800,7.783,0.284,0.049
Stretch,1-Stretch,4.000,7.799,0.3,-0.150
Stretch,1-Stretch,4.200,7.814,0.315,0.148
Stretch,1-Stretch,4.400,7.829,0.33,0.049
Stretch,1-Stretch,4.600,7.844,0.345,-0.051
Stretch,1-Stretch,4.800,7.859,0.36,0.248
Stretch,1-Stretch,5.000,7.874,0.375,0.049
Stretch,1-Stretch,5.200,7.889,0.39,0.049
Stretch,1-Stretch,5.400,7.904,0.405,0.148
Stretch,1-Stretch,5.600,7.919,0.42,-0.150
Stretch,1-Stretch,5.800,7.934,0.435,0.148
Stretch,1-Stretch,6.000,7.949,0.45,0.049
Stretch,1-Stretch,6.200,7.964,0.465,-0.051
Stretch,1-Stretch,6.400,7.979,0.48,0.248
Stretch,1-Stretch,6.600,7.994,0.495,-0.051
Stretch,1-Stretch,6.800,8.009,0.51,0.049
Stretch,1-Stretch,7.000,8.024,0.525,0.148
Stretch,1-Stretch,7.200,8.039,0.54,-0.150
Stretch,1-Stretch,7.400,8.054,0.555,0.148
Stretch,1-Stretch,7.600,8.069,0.57,0.049
Stretch,1-Stretch,7.800,8.084,0.585,-0.051
