SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch,1-Stretch,0.000,10.85,0,-0.123
Stretch,1-Stretch,0.200,10.87,0.02,-0.023
Stretch,1-Stretch,0.400,10.891,0.041,-0.023
Stretch,1-Stretch,0.600,10.913,0.063,-0.123
Stretch,1-Stretch,0.800,10.935,0.085,-0.123
Stretch,1-Stretch,1.000,10.957,0.107,-0.123
Stretch,1-Stretch,1.200,10.978,0.128,-0.023
Stretch,1-Stretch,1.400,11,0.15,-0.123
Stretch,1-Stretch,1.600,11.022,0.172,-0.123
Stretch,1-Stretch,1.800,11.044,0.194,0.077
Stretch,1-Stretch,2.000,11.066,0.216,-0.023
Stretch,1-Stretch,2.200,11.087,0.237,-0.123
Stretch,1-Stretch,2.400,11.109,0.259,-0.123
Stretch,1-Stretch,2.600,11.131,0.281,-0.123
Stretch,1-Stretch,2.800,11.152,0.302,-0.123
Stretch,1-Stretch,3.000,11.174,0.324,-0.123
Stretch,1-Stretch,3.200,11.196,0.346,-0.123
Stretch,1-Stretch,3.400,11.218,0.368,-0.123
Stretch,1-Stretch,3.600,11.239,0.389,-0.123
Stretch,1-Stretch,3.800,11.261,0.411,-0.123
Stretch,1-Stretch,4.000,11.283,0.433,-0.123
Stretch,1-Stretch,4.200,11.304,0.454,-0.123
Stretch,1-Stretch,4.400,11.326,0.476,-0.123
Stretch,1-Stretch,4.600,11.348,0.498,-0.123
Stretch,1-Stretch,4.800,11.37,0.52,-0.123
Stretch,1-Stretch,5.000,11.392,0.542,-0.123
Stretch,1-Stretch,5.200,11.413,0.563,-0.123
Stretch,1-Stretch,5.400,11.435,0.585,-0.123
Stretch,1-Stretch,5.600,11.457,0.607,-0.123
Stretch,1-Stretch,5.800,11.479,0.629,-0.123
Stretch,1-Stretch,6.000,11.501,0.651,-0.123
Stretch,1-Stretch,6.200,11.522,0.672,-0.023
Stretch,1-Stretch,6.400,11.544,0.694,-0.123
Stretch,1-Stretch,6.600,11.566,0.716,-0.023
Stretch,1-Stretch,6.800,11.587,0.737,0.077
Stretch,1-Stretch,7.000,11.609,0.759,-0.123
Stretch,1-Stretch,7.200,11.631,0.781,0.077
Stretch,1-Stretch,7.400,11.653,0.803,-0.123
Stretch,1-Stretch,7.600,11.674,0.824,-0.023
Stretch,1-Stretch,7.800,11.696,0.846,-0.023
Stretch,1-Stretch,8.000,11.718,0.868,-0.123
Stretch,1-Stretch,8.200,11.739,0.889,-0.123
Stretch,1-Stretch,8.400,11.761,0.911,-0.123
Stretch,1-Stretch,8.600,11.783,0.933,-0.123
Stretch,1-Stretch,8.800,11.805,0.955,0.077
Stretch,1-Stretch,9.000,11.827,0.977,-0.123
Stretch,1-Stretch,9.200,11.848,0.998,-0.023
Stretch,1-Stretch,9.400,11.87,1.02,0.077
Stretch,1-Stretch,9.600,11.892,1.042,-0.123
Stretch,1-Stretch,9.800,11.914,1.064,0.077
Stretch,1-Stretch,10.000,11.935,1.085,-0.023
Stretch,1-Stretch,10.200,11.957,1.107,-0.123
Stretch,1-Stretch,10.400,11.979,1.129,0.176
Stretch,1-Stretch,10.600,12.001,1.151,-0.023
Stretch,1-Stretch,10.800,12.023,1.173,-0.023
Stretch,1-Stretch,11.000,12.044,1.194,0.077
Stretch,1-Stretch,11.200,12.066,1.216,-0.123
